0,1,2,3,4,gold formula
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )        ) )  ) ) )  padpadpad ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( x_2 >= -0.075 ),( x_2 >= -0.3218 or x_2 >= -0.323 ),( x_2 >= -0.111 or x_2 >= -0.223 ),( x_2 >= -0.0049 or x_2 >= -0.0049 ),not ( eventually ( not ( not ( x_2 <= -1.9822 ) ) ) )
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )        ) ) padpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( x_2 <= -0.055 and ( x_1.151 ) ),"( x_1 <= -0.3311 until[1,18] ( x_2 <= -0.323 ) )","( x_2 >= -0.113 until[1,19] ( x_2 >= -0.111 until[1,19] ( x_2 >= -0.233 ) ) and ( x_1 >= -0.2236 and x_1 >= -0.2236 ) )",( x_1 >= -0.0449 and x_1 >= -0.0449 ),"( not ( not ( ( x_1 <= -1.7303 and x_2 >= 1.2507 ) ) ) until not ( ( ( x_0 <= 2.1462 or x_2 >= 1.5916 ) and always[29,31] ( x_1 >= -1.1797 ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad      padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) )    ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 >= 0.005 and x_0.008 ),"( x_0 >= -0.0219 until[1,18] ( x_0 >= 0.023 ) )","( x_0 >= -0.111 until[1,19] ( x_0 >= -0.1113 ) until[1,19] x_0 >= 0.111 )",( x_0 >= 0.0044 or x_0 >= 0.0044 ),"eventually[31,34] ( ( ( ( x_1 <= -0.421 and x_2 >= 1.3933 ) and always[16,22] ( x_0 >= -0.8988 ) ) or eventually[16,22] ( not ( x_0 <= 0.3768 ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ) ( ( ( ) ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad    padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 >= 0.005 and,"( x_0 >= 0.0033 until[11,18] ( x_0 >= 0.023 ) )","( x_0 >= 0.111 until[1,19] ( x_0 >= 0.1111 ) until[11,19] x_0 >= 0.1116 )",( x_0 >= 0.0444 or x_0 >= 0.0444 ),not ( ( not ( ( x_0 >= -0.9269 and x_0 >= 0.5152 ) ) or ( ( x_1 <= -1.2944 and x_1 >= -0.2345 ) and ( x_2 >= -0.6949 and x_2 <= -1.4631 ) ) ) )
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) )      padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) )    ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 >= 0.055 and ( x_0.111 ) ),"( x_1 >= -0.3119 until[1,18] ( x_1 >= 0.139 ) )","( x_2 >= -0.2333 until[1,19] ( x_1 >= -0.223 until[1,19] x_1 >= 0.223 ) )",( x_1 >= 0.0449 and x_1 >= 0.0049 ),"( eventually[16,26] ( ( ( x_1 <= 1.5312 or x_2 >= -0.22 ) and ( x_0 <= -0.7792 or x_1 >= 1.1722 ) ) ) until[7,26] ( eventually[17,inf] ( ( x_2 <= 0.328 and x_2 <= 0.4285 ) ) and ( ( x_1 <= -3.1482 or x_1 >= 1.0997 ) until[24,inf] always[7,25] ( x_1 >= -1.4398 ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) )      padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 >= 0.055 and ( x_0.111 ) ),"( x_1 >= 0.1311 until[1,18] ( x_1 >= 0.139 ) )","( x_1 >= 0.1113 until[1,19] ( x_1 >= 0.1113 until[1,19] ( x_1 >= 0.111 ) )",( x_1 >= 0.0044 and x_1 >= 0.0044 ),"eventually[12,31] ( always ( ( ( x_1 >= 0.2974 or x_1 >= -0.6717 ) until[23,36] ( x_1 >= 0.6372 until[27,30] x_2 >= -0.2097 ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )        ) ) ) ) )  padpadpadpad ) ) ) ) ) ) )   ) ) )  padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 <= 0.044 or x_0.008 ),( x_0 <= 0.1311 or x_0 <= 0.1113 ),( x_0 <= 0.111 or x_0 <= 0.111 ),( x_0 <= 0.0449 or x_0 <= 0.0049 ),"not ( ( ( not ( x_0 <= 0.5452 ) and ( x_0 <= -1.3336 or x_1 >= -0.3562 ) ) until[7,26] ( ( x_1 >= -1.1663 until[25,30] x_2 >= 0.6702 ) or not ( x_2 >= 0.2877 ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )        ) ) ) ) )  padpadpadpadpad ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( x_2 <= -0.075 and,"( x_2 <= -0.3218 until[1,18] ( x_2 <= -0.223 ) )","( x_2 <= -0.111 until[1,19] ( x_2 <= -0.1116 ) until[1,19] x_2 <= -0.226 )",( x_2 <= -0.0449 and x_2 <= -0.0449 ),"eventually[0,31] ( eventually[3,25] ( always[11,36] ( ( x_2 <= -1.7847 and x_0 >= -1.4311 ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) )         ) )  padpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) )    ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 >= -0.055 and,"( x_1 <= -0.3119 until[1,18] ( x_2 <= -0.399 ) )","( x_2 >= -0.1133 until[1,19] ( x_2 >= -0.1113 until[1,19] x_1 >= -0.233 ) )",( x_1 >= -0.0044 and x_1 >= -0.0049 ),"( ( ( not ( x_2 >= -0.845 ) until[14,inf] eventually[1,28] ( x_1 <= -0.5703 ) ) or ( not ( x_0 <= 1.0576 ) or always[18,inf] ( x_2 <= -0.2712 ) ) ) and ( ( ( x_2 <= 1.0659 until[24,35] x_1 >= -0.108 ) and ( x_2 <= -0.9671 or x_1 >= 0.0411 ) ) until[9,36] ( eventually[28,30] ( x_1 >= 1.6825 ) or not ( x_2 <= -1.5199 ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) ) ) ) ) )         ) )  ) ) )  padpadpad ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( x_2 >= -0.055 ),( x_1 >= -0.1319 or x_1 >= -0.1119 ),( x_1 >= -0.1133 or x_1 >= -0.233 ),( x_1 >= -0.0049 or x_1 >= -0.0049 ),"( always[3,19] ( ( always[23,26] ( x_2 <= -0.2968 ) until[33,36] ( x_1 >= 0.0161 until x_2 >= -0.2052 ) ) ) or not ( eventually[27,29] ( always[26,inf] ( x_1 <= -1.7436 ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ( ) ) ( ) ) ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )        ) ) padpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,"( ( ( ( ( x_0 >= -0.065 ) and x_0.078 ) ) ) x_0.111 ) ) ) x_0 -0.15 ) ) ) x_0.17,1 ( x_0.17 ) ( x_0.17 ) ) x_0.15 ) ) ) ) ) ) ) ) -0.111 ) ) ) ) ) ) ) ) x_0.1.1 ) ) ) ) ) x_1.1.1 ) ) ) x_1.1 ) x_0.1 x_0.1 ) ) ) ) ) x_0.1.1 ) ) ) x_1.1 ) ) ) ) ) 0... ) ) ) ) 0...1 ) ) ) ) 0. ) ) ) ) ) ) ) ) ) 0.. 0... ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) -0........... ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) 0. 0 0 ) ) 0. ) ) ) ) ) 0.padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad","( x_1 >= -0.3119 until[1,18] ( x_1 >= 0.139 ) )","( x_2 >= -0.113 until[1,19] ( x_1 >= -0.111 until[1,19] ( x_2 >= 0.111 ) ) and ( x_1 >= -0.023 until[1,19] x_1 >= 0.023 ) )",( x_1 >= 0.0049 and ( x_1 >= 0.0049 and x_1 >= -0.0049 ) ),"( not ( always[13,inf] ( ( x_2 <= 0.537 and x_2 <= -0.0646 ) ) ) until[3,24] always[0,34] ( ( ( x_1 >= 0.33 until[0,inf] x_1 <= 1.0683 ) and ( x_2 <= 1.35 and x_0 <= 0.3278 ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) ) ) ) ) )         ) )  ) ) )  padpadpad ) ) ) ) ) ) )   ) ) )  padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( x_2 <= -0.045 ),"( x_1 <= -0.0999 until[11,18] ( x_0 <= -0.023 ) )","( x_2 >= -0.1133 until[1,19] ( x_0 >= -0.1113 until[1,19] x_0 >= -0.023 ) )",( x_0 >= -0.0044 or x_0 >= -0.0044 ),"( ( eventually[5,14] ( always[27,inf] ( x_1 <= 0.8276 ) ) or ( ( x_2 >= -0.0346 or x_0 <= 3.2162 ) until[18,inf] ( x_2 >= -0.4419 until[22,33] x_1 >= 0.924 ) ) ) until[19,33] always ( not ( ( x_0 <= -0.7697 or x_1 >= 2.0929 ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) ) ) ) ) )         ) )  ) ) )  padpadpad ) ) ) ) ) ) )    ) )   padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 <= -0.045 ),"( x_2 <= -0.3339 until[11,18] ( x_2 <= 0.023 ) )","( x_2 >= -0.111 until[1,19] ( x_2 >= -0.111 until[1,19] ( x_2 <= -0.011 ) ) )",( x_2 <= 0.0044 or x_2 >= 0.0044 ),"( ( ( ( x_2 <= 0.0397 or x_2 >= 0.3897 ) until[16,30] ( x_0 >= 1.0887 or x_2 <= 0.9135 ) ) and not ( eventually[31,34] ( x_1 >= 1.2919 ) ) ) or not ( ( not ( x_1 <= -0.9974 ) or not ( x_2 <= 0.3641 ) ) ) )"
